id,username,customer_name,segment,pincode_id,last_updated_at
459,LE-16810,Laurel Elliston,Consumer,523,12/13/2024
460,LF-17185,Luke Foster,Consumer,521,12/13/2024
461,LH-16750,Larry Hughes,Consumer,122,12/13/2024
462,LH-16900,Lena Hernandez,Consumer,328,12/13/2024
463,LH-17020,Lisa Hazard,Consumer,460,12/13/2024
464,LH-17155,Logan Haushalter,Consumer,576,12/13/2024
465,LL-16840,Lauren Leatherbury,Consumer,516,12/13/2024
466,LM-17065,Liz MacKendrick,Consumer,65,12/13/2024
467,LO-17170,Lori Olson,Corporate,351,12/13/2024
468,LP-17080,Liz Pelletier,Consumer,577,12/13/2024
469,LP-17095,Liz Preis,Consumer,256,12/13/2024
470,LR-16915,Lena Radford,Consumer,197,12/13/2024
471,LR-17035,Lisa Ryan,Corporate,576,12/13/2024
472,LS-16945,Linda Southworth,Corporate,411,12/13/2024
473,LS-16975,Lindsay Shagiari,Home Office,373,12/13/2024
474,LS-17200,Luke Schmidt,Corporate,320,12/13/2024
475,LS-17230,Lycoris Saunders,Consumer,86,12/13/2024
476,LS-17245,Lynn Smith,Consumer,363,12/13/2024
477,LT-16765,Larry Tron,Consumer,237,12/13/2024
478,LT-17110,Liz Thompson,Consumer,222,12/13/2024
479,LW-16825,Laurel Workman,Corporate,429,12/13/2024
480,LW-16990,Lindsay Williams,Corporate,576,12/13/2024
481,LW-17125,Liz Willingham,Consumer,26,12/13/2024
482,LW-17215,Luke Weiss,Consumer,279,12/13/2024
483,MA-17560,Matt Abelman,Home Office,346,12/13/2024
484,MA-17995,Michelle Arnett,Home Office,68,12/13/2024
485,MB-17305,Maria Bertelson,Consumer,627,12/13/2024
486,MB-18085,Mick Brown,Consumer,597,12/13/2024
487,MC-17275,Marc Crier,Consumer,564,12/13/2024
488,MC-17425,Mark Cousins,Corporate,189,12/13/2024
489,MC-17575,Matt Collins,Consumer,123,12/13/2024
490,MC-17590,Matt Collister,Corporate,543,12/13/2024
491,MC-17605,Matt Connell,Corporate,516,12/13/2024
492,MC-17635,Matthew Clasen,Corporate,357,12/13/2024
493,MC-17845,Michael Chen,Consumer,55,12/13/2024
494,MC-18100,Mick Crebagga,Consumer,519,12/13/2024
495,MC-18130,Mike Caudle,Corporate,514,12/13/2024
496,MD-17350,Maribeth Dona,Consumer,235,12/13/2024
497,MD-17860,Michael Dominguez,Corporate,127,12/13/2024
498,ME-17320,Maria Etezadi,Home Office,273,12/13/2024
499,ME-17725,Max Engle,Consumer,107,12/13/2024
500,ME-18010,Michelle Ellison,Corporate,223,12/13/2024
501,MF-17665,Maureen Fritzler,Corporate,169,12/13/2024
502,MF-18250,Monica Federle,Corporate,385,12/13/2024
503,MG-17650,Matthew Grinstein,Home Office,223,12/13/2024
504,MG-17680,Maureen Gastineau,Home Office,228,12/13/2024
505,MG-17695,Maureen Gnade,Consumer,69,12/13/2024
506,MG-17875,Michael Grace,Home Office,170,12/13/2024
507,MG-17890,Michael Granlund,Home Office,20,12/13/2024
508,MG-18145,Mike Gockenbach,Consumer,518,12/13/2024
509,MG-18205,Mitch Gastineau,Corporate,149,12/13/2024
510,MH-17290,Marc Harrigan,Home Office,515,12/13/2024
511,MH-17440,Mark Haberlin,Corporate,55,12/13/2024
512,MH-17455,Mark Hamilton,Consumer,347,12/13/2024
513,MH-17620,Matt Hagelstein,Corporate,577,12/13/2024
514,MH-17785,Maya Herman,Corporate,452,12/13/2024
515,MH-18025,Michelle Huthwaite,Consumer,201,12/13/2024
516,MH-18115,Mick Hernandez,Home Office,187,12/13/2024
517,MJ-17740,Max Jones,Consumer,81,12/13/2024
518,MK-17905,Michael Kennedy,Corporate,169,12/13/2024
519,MK-18160,Mike Kennedy,Consumer,105,12/13/2024
520,ML-17395,Marina Lichtenstein,Corporate,80,12/13/2024
521,ML-17410,Maris LaWare,Consumer,82,12/13/2024
522,ML-17755,Max Ludwig,Home Office,591,12/13/2024
523,ML-18040,Michelle Lonsdale,Corporate,502,12/13/2024
524,ML-18265,Muhammed Lee,Consumer,619,12/13/2024
525,MM-17260,Magdelene Morse,Consumer,85,12/13/2024
526,MM-17920,Michael Moore,Consumer,439,12/13/2024
527,MM-18055,Michelle Moray,Consumer,621,12/13/2024
528,MM-18280,Muhammed MacIntyre,Corporate,52,12/13/2024
529,MN-17935,Michael Nguyen,Consumer,52,12/13/2024
530,MO-17500,Mary ORourke,Consumer,347,12/13/2024
531,MO-17800,Meg OConnel,Home Office,135,12/13/2024
532,MO-17950,Michael Oakman,Consumer,125,12/13/2024
533,MP-17470,Mark Packer,Home Office,222,12/13/2024
534,MP-17965,Michael Paige,Corporate,5,12/13/2024
535,MP-18175,Mike Pelletier,Home Office,538,12/13/2024
536,MR-17545,Mathew Reese,Home Office,54,12/13/2024
537,MS-17365,Maribeth Schnelling,Consumer,577,12/13/2024
538,MS-17530,MaryBeth Skach,Consumer,620,12/13/2024
539,MS-17710,Maurice Satty,Consumer,490,12/13/2024
540,MS-17770,Maxwell Schwartz,Consumer,576,12/13/2024
541,MS-17830,Melanie Seite,Consumer,93,12/13/2024
542,MS-17980,Michael Stewart,Corporate,80,12/13/2024
543,MT-17815,Meg Tillman,Consumer,52,12/13/2024
544,MT-18070,Michelle Tran,Home Office,518,12/13/2024
545,MV-17485,Mark Van Huff,Consumer,423,12/13/2024
546,MV-18190,Mike Vittorini,Consumer,52,12/13/2024
547,MW-18220,Mitch Webber,Consumer,619,12/13/2024
548,MW-18235,Mitch Willingham,Corporate,578,12/13/2024
549,MY-17380,Maribeth Yedwab,Corporate,441,12/13/2024
550,MY-18295,Muhammed Yedwab,Corporate,116,12/13/2024
551,MZ-17335,Maria Zettner,Home Office,576,12/13/2024
552,MZ-17515,Mary Zewe,Corporate,53,12/13/2024
553,NB-18580,Nicole Brennan,Corporate,379,12/13/2024
554,NB-18655,Nona Balk,Corporate,43,12/13/2024
555,NC-18340,Nat Carroll,Consumer,317,12/13/2024
556,NC-18415,Nathan Cano,Consumer,425,12/13/2024
557,NC-18535,Nick Crebassa,Corporate,14,12/13/2024
558,NC-18625,Noah Childs,Corporate,410,12/13/2024
559,ND-18370,Natalie DeCherney,Consumer,149,12/13/2024
560,ND-18460,Neil Ducich,Corporate,56,12/13/2024
561,NF-18385,Natalie Fritzler,Consumer,108,12/13/2024
562,NF-18475,Neil Französisch,Home Office,350,12/13/2024
563,NF-18595,Nicole Fjeld,Home Office,346,12/13/2024
564,NG-18355,Nat Gilpin,Corporate,219,12/13/2024
565,NG-18430,Nathan Gelder,Consumer,450,12/13/2024
566,NH-18610,Nicole Hansen,Corporate,533,12/13/2024
567,NK-18490,Neil Knudson,Home Office,153,12/13/2024
568,NL-18310,Nancy Lomonaco,Home Office,583,12/13/2024
569,NM-18445,Nathan Mautz,Home Office,53,12/13/2024
570,NM-18520,Neoma Murray,Consumer,25,12/13/2024
571,NP-18325,Naresj Patel,Consumer,538,12/13/2024
572,NP-18670,Nora Paige,Consumer,358,12/13/2024
573,NP-18685,Nora Pelletier,Home Office,70,12/13/2024
574,NP-18700,Nora Preis,Consumer,576,12/13/2024
575,NR-18550,Nick Radford,Consumer,160,12/13/2024
576,NS-18505,Neola Schneider,Consumer,411,12/13/2024
577,NS-18640,Noel Staavos,Corporate,346,12/13/2024
578,NW-18400,Natalie Webber,Consumer,282,12/13/2024
579,NZ-18565,Nick Zandusky,Home Office,477,12/13/2024
580,ON-18715,Odella Nelson,Corporate,109,12/13/2024
581,OT-18730,Olvera Toch,Consumer,104,12/13/2024
582,PA-19060,Pete Armstrong,Home Office,411,12/13/2024
583,PB-18805,Patrick Bzostek,Home Office,621,12/13/2024
584,PB-19105,Peter Bühler,Consumer,81,12/13/2024
585,PB-19150,Philip Brown,Consumer,621,12/13/2024
586,PB-19210,Phillip Breyer,Corporate,395,12/13/2024
587,PC-18745,Pamela Coakley,Corporate,468,12/13/2024
588,PC-19000,Pauline Chand,Home Office,514,12/13/2024
589,PF-19120,Peter Fuller,Consumer,55,12/13/2024
590,PF-19165,Philip Fox,Consumer,626,12/13/2024
591,PF-19225,Phillip Flathmann,Consumer,614,12/13/2024
592,PG-18820,Patrick Gardner,Consumer,577,12/13/2024
593,PG-18895,Paul Gonzalez,Consumer,576,12/13/2024
594,PH-18790,Patricia Hirasaki,Home Office,180,12/13/2024
595,PJ-18835,Patrick Jones,Corporate,578,12/13/2024
596,PJ-19015,Pauline Johnson,Consumer,222,12/13/2024
597,PK-18910,Paul Knutson,Home Office,82,12/13/2024
598,PK-19075,Pete Kriz,Consumer,128,12/13/2024
599,PL-18925,Paul Lucas,Home Office,621,12/13/2024
600,PM-18940,Paul MacIntyre,Consumer,95,12/13/2024
601,PM-19135,Peter McVee,Home Office,149,12/13/2024
602,PN-18775,Parhena Norris,Home Office,169,12/13/2024
603,PO-18850,Patrick OBrill,Consumer,287,12/13/2024
604,PO-18865,Patrick ODonnell,Consumer,52,12/13/2024
605,PO-19180,Philisse Overcash,Home Office,290,12/13/2024
606,PO-19195,Phillina Ober,Home Office,53,12/13/2024
607,PP-18955,Paul Prost,Home Office,158,12/13/2024
608,PR-18880,Patrick Ryan,Consumer,576,12/13/2024
609,PS-18760,Pamela Stobb,Consumer,81,12/13/2024
610,PS-18970,Paul Stevenson,Home Office,395,12/13/2024
611,PS-19045,Penelope Sewall,Home Office,516,12/13/2024
612,PT-19090,Pete Takahito,Consumer,149,12/13/2024
613,PV-18985,Paul Van Hugh,Home Office,517,12/13/2024
614,PW-19030,Pauline Webber,Corporate,68,12/13/2024
615,PW-19240,Pierre Wener,Consumer,81,12/13/2024
616,QJ-19255,Quincy Jones,Corporate,82,12/13/2024
617,RA-19285,Ralph Arnett,Consumer,55,12/13/2024
618,RA-19885,Ruben Ausman,Corporate,141,12/13/2024
619,RA-19915,Russell Applegate,Consumer,538,12/13/2024
620,RA-19945,Ryan Akin,Consumer,410,12/13/2024
621,RB-19330,Randy Bradley,Consumer,450,12/13/2024
622,RB-19360,Raymond Buch,Consumer,239,12/13/2024
623,RB-19435,Richard Bierner,Consumer,40,12/13/2024
624,RB-19465,Rick Bensley,Home Office,372,12/13/2024
625,RB-19570,Rob Beeghly,Consumer,252,12/13/2024
626,RB-19645,Robert Barroso,Corporate,510,12/13/2024
627,RB-19705,Roger Barcio,Home Office,605,12/13/2024
628,RB-19795,Ross Baird,Home Office,79,12/13/2024
629,RC-19825,Roy Collins,Consumer,470,12/13/2024
630,RC-19960,Ryan Crowe,Consumer,149,12/13/2024
631,RD-19480,Rick Duston,Consumer,425,12/13/2024
632,RD-19585,Rob Dowd,Consumer,400,12/13/2024
633,RD-19660,Robert Dilbeck,Home Office,362,12/13/2024
634,RD-19720,Roger Demir,Consumer,80,12/13/2024
635,RD-19810,Ross DeVincentis,Home Office,71,12/13/2024
636,RD-19900,Ruben Dartt,Consumer,605,12/13/2024
637,RD-19930,Russell DAscenzo,Consumer,347,12/13/2024
638,RE-19405,Ricardo Emerson,Consumer,233,12/13/2024
639,RE-19450,Richard Eichhorn,Consumer,407,12/13/2024
640,RF-19345,Randy Ferguson,Corporate,346,12/13/2024
641,RF-19735,Roland Fjeld,Consumer,264,12/13/2024
642,RF-19840,Roy Französisch,Consumer,54,12/13/2024
643,RH-19495,Rick Hansen,Consumer,464,12/13/2024
644,RH-19510,Rick Huthwaite,Home Office,17,12/13/2024
645,RH-19555,Ritsa Hightower,Consumer,122,12/13/2024
646,RH-19600,Rob Haberlin,Consumer,187,12/13/2024
647,RK-19300,Ralph Kennedy,Consumer,81,12/13/2024
648,RL-19615,Rob Lucas,Consumer,123,12/13/2024
649,RM-19375,Raymond Messe,Consumer,590,12/13/2024
650,RM-19675,Robert Marley,Home Office,519,12/13/2024
651,RM-19750,Roland Murray,Consumer,53,12/13/2024
652,RO-19780,Rose OBrian,Consumer,424,12/13/2024
653,RP-19270,Rachel Payne,Corporate,621,12/13/2024
654,RP-19390,Resi Pölking,Consumer,53,12/13/2024
655,RP-19855,Roy Phan,Corporate,425,12/13/2024
656,RR-19315,Ralph Ritter,Consumer,343,12/13/2024
657,RR-19525,Rick Reed,Corporate,368,12/13/2024
658,RS-19420,Ricardo Sperren,Corporate,33,12/13/2024
659,RS-19765,Roland Schwarz,Corporate,131,12/13/2024
660,RS-19870,Roy Skaria,Home Office,287,12/13/2024
661,RW-19540,Rick Wilson,Corporate,619,12/13/2024
662,RW-19630,Rob Williams,Corporate,55,12/13/2024
663,RW-19690,Robert Waldorf,Consumer,519,12/13/2024
664,SA-20830,Sue Ann Reed,Consumer,11,12/13/2024
665,SB-20170,Sarah Bern,Consumer,55,12/13/2024
666,SB-20185,Sarah Brown,Consumer,54,12/13/2024
667,SB-20290,Sean Braxton,Corporate,241,12/13/2024
668,SC-20020,Sam Craven,Consumer,81,12/13/2024
669,SC-20050,Sample Company A,Home Office,217,12/13/2024
670,SC-20095,Sanjit Chand,Consumer,13,12/13/2024
671,SC-20230,Scot Coram,Corporate,620,12/13/2024
672,SC-20260,Scott Cohen,Corporate,52,12/13/2024
673,SC-20305,Sean Christensen,Consumer,81,12/13/2024
674,SC-20380,Shahid Collister,Consumer,109,12/13/2024
675,SC-20440,Shaun Chance,Corporate,75,12/13/2024
676,SC-20575,Sonia Cooley,Consumer,517,12/13/2024
677,SC-20680,Steve Carroll,Home Office,144,12/13/2024
678,SC-20695,Steve Chapman,Corporate,423,12/13/2024
679,SC-20725,Steven Cartwright,Consumer,54,12/13/2024
680,SC-20770,Stewart Carmichael,Corporate,441,12/13/2024
681,SC-20800,Stuart Calhoun,Consumer,445,12/13/2024
682,SC-20845,Sung Chung,Consumer,460,12/13/2024
683,SD-20485,Shirley Daniels,Home Office,348,12/13/2024
684,SE-20110,Sanjit Engle,Consumer,555,12/13/2024
685,SF-20065,Sandra Flanagan,Consumer,11,12/13/2024
686,SF-20200,Sarah Foster,Consumer,624,12/13/2024
687,SF-20965,Sylvia Foulston,Corporate,222,12/13/2024
688,SG-20080,Sandra Glassco,Consumer,362,12/13/2024
689,SG-20470,Sheri Gordon,Consumer,53,12/13/2024
690,SG-20605,Speros Goranitis,Consumer,127,12/13/2024
691,SG-20890,Susan Gilcrest,Corporate,443,12/13/2024
692,SH-19975,Sally Hughsby,Corporate,620,12/13/2024
693,SH-20395,Shahid Hopkins,Consumer,225,12/13/2024
694,SH-20635,Stefanie Holloman,Corporate,204,12/13/2024
695,SJ-20125,Sanjit Jacobs,Home Office,159,12/13/2024
696,SJ-20215,Sarah Jordon,Consumer,403,12/13/2024
697,SJ-20500,Shirley Jackson,Consumer,422,12/13/2024
698,SK-19990,Sally Knutson,Consumer,225,12/13/2024
699,SL-20155,Sara Luxemburg,Home Office,396,12/13/2024
700,SM-20005,Sally Matthias,Consumer,423,12/13/2024
701,SM-20320,Sean Miller,Home Office,121,12/13/2024
702,SM-20905,Susan MacKendrick,Consumer,219,12/13/2024
703,SM-20950,Suzanne McNair,Corporate,53,12/13/2024
704,SN-20560,Skye Norling,Home Office,348,12/13/2024
705,SN-20710,Steve Nguyen,Home Office,350,12/13/2024
706,SO-20335,Sean ODonnell,Consumer,620,12/13/2024
707,SP-20545,Sibella Parks,Corporate,54,12/13/2024
708,SP-20620,Stefania Perrino,Corporate,69,12/13/2024
709,SP-20650,Stephanie Phelps,Corporate,591,12/13/2024
710,SP-20860,Sung Pak,Corporate,410,12/13/2024
711,SP-20920,Susan Pistek,Consumer,348,12/13/2024
712,SR-20425,Sharelle Roach,Home Office,184,12/13/2024
713,SR-20740,Steven Roelle,Home Office,54,12/13/2024
714,SS-20140,Saphhira Shifley,Corporate,337,12/13/2024
715,SS-20410,Shahid Shariari,Consumer,211,12/13/2024
716,SS-20515,Shirley Schmidt,Home Office,289,12/13/2024
717,SS-20590,Sonia Sunley,Consumer,576,12/13/2024
718,SS-20875,Sung Shariari,Consumer,617,12/13/2024
719,ST-20530,Shui Tom,Consumer,182,12/13/2024
720,SU-20665,Stephanie Ulpright,Home Office,207,12/13/2024
721,SV-20365,Seth Vernon,Consumer,55,12/13/2024
722,SV-20785,Stewart Visinsky,Consumer,93,12/13/2024
723,SV-20815,Stuart Van,Corporate,482,12/13/2024
724,SV-20935,Susan Vittorini,Consumer,502,12/13/2024
725,SW-20245,Scot Wooten,Consumer,343,12/13/2024
726,SW-20275,Scott Williamson,Consumer,207,12/13/2024
727,SW-20350,Sean Wendt,Home Office,229,12/13/2024
728,SW-20455,Shaun Weien,Consumer,538,12/13/2024
729,SW-20755,Steven Ward,Corporate,52,12/13/2024
730,SZ-20035,Sam Zeldin,Home Office,266,12/13/2024
731,TA-21385,Tom Ashbrook,Home Office,54,12/13/2024
732,TB-21055,Ted Butterfield,Consumer,27,12/13/2024
733,TB-21175,Thomas Boland,Corporate,217,12/13/2024
734,TB-21190,Thomas Brumley,Home Office,518,12/13/2024
735,TB-21250,Tim Brockman,Consumer,450,12/13/2024
736,TB-21280,Toby Braunhardt,Consumer,87,12/13/2024
737,TB-21355,Todd Boyes,Corporate,408,12/13/2024
738,TB-21400,Tom Boeckenhauer,Consumer,619,12/13/2024
739,TB-21520,Tracy Blumstein,Consumer,277,12/13/2024
740,TB-21595,Troy Blackwell,Consumer,252,12/13/2024
741,TB-21625,Trudy Brown,Consumer,80,12/13/2024
742,TC-20980,Tamara Chand,Corporate,620,12/13/2024
743,TC-21145,Theresa Coyne,Corporate,49,12/13/2024
744,TC-21295,Toby Carlisle,Consumer,538,12/13/2024
745,TC-21475,Tony Chapman,Home Office,230,12/13/2024
746,TC-21535,Tracy Collins,Home Office,222,12/13/2024
747,TD-20995,Tamara Dahlen,Consumer,79,12/13/2024
748,TG-21310,Toby Gnade,Consumer,55,12/13/2024
749,TG-21640,Trudy Glocke,Consumer,360,12/13/2024
750,TH-21100,Thea Hendricks,Consumer,518,12/13/2024
751,TH-21115,Thea Hudgings,Corporate,81,12/13/2024
752,TH-21235,Tiffany House,Corporate,516,12/13/2024
753,TH-21550,Tracy Hopkins,Home Office,109,12/13/2024
754,TM-21010,Tamara Manning,Consumer,375,12/13/2024
755,TM-21490,Tony Molinari,Consumer,577,12/13/2024
756,TN-21040,Tanja Norvell,Home Office,577,12/13/2024
757,TP-21130,Theone Pippenger,Consumer,268,12/13/2024
758,TP-21415,Tom Prescott,Consumer,621,12/13/2024
759,TP-21565,Tracy Poddar,Corporate,457,12/13/2024
760,TR-21325,Toby Ritter,Consumer,42,12/13/2024
761,TS-21085,Thais Sissman,Consumer,148,12/13/2024
762,TS-21160,Theresa Swint,Corporate,293,12/13/2024
763,TS-21205,Thomas Seio,Corporate,197,12/13/2024
764,TS-21340,Toby Swindell,Consumer,54,12/13/2024
765,TS-21370,Todd Sumrall,Corporate,55,12/13/2024
766,TS-21430,Tom Stivers,Corporate,542,12/13/2024
767,TS-21505,Tony Sayre,Consumer,463,12/13/2024
768,TS-21610,Troy Staebel,Consumer,489,12/13/2024
769,TS-21655,Trudy Schmidt,Consumer,531,12/13/2024
770,TT-21070,Ted Trevino,Consumer,198,12/13/2024
771,TT-21220,Thomas Thornton,Consumer,518,12/13/2024
772,TT-21265,Tim Taslimi,Corporate,244,12/13/2024
773,TT-21460,Tonja Turnell,Home Office,577,12/13/2024
774,TW-21025,Tamara Willingham,Home Office,490,12/13/2024
775,TZ-21580,Tracy Zic,Consumer,578,12/13/2024
776,VB-21745,Victoria Brennan,Corporate,212,12/13/2024
777,VD-21670,Valerie Dominguez,Consumer,207,12/13/2024
778,VF-21715,Vicky Freymann,Home Office,252,12/13/2024
779,VG-21790,Vivek Gonzalez,Consumer,619,12/13/2024
780,VG-21805,Vivek Grady,Corporate,49,12/13/2024
781,VM-21685,Valerie Mitchum,Home Office,41,12/13/2024
782,VM-21835,Vivian Mathis,Consumer,19,12/13/2024
783,VP-21730,Victor Preis,Home Office,53,12/13/2024
784,VP-21760,Victoria Pisteka,Corporate,205,12/13/2024
785,VS-21820,Vivek Sundaresam,Consumer,517,12/13/2024
786,VT-21700,Valerie Takahito,Home Office,82,12/13/2024
787,VW-21775,Victoria Wilson,Corporate,578,12/13/2024
788,WB-21850,William Brown,Consumer,82,12/13/2024
789,XP-21865,Xylona Preis,Consumer,11,12/13/2024
790,YC-21895,Yoseph Carroll,Corporate,372,12/13/2024
791,YS-21880,Yana Sorensen,Corporate,587,12/13/2024
792,ZC-21910,Zuschuss Carroll,Consumer,518,12/13/2024
793,ZD-21925,Zuschuss Donatelli,Consumer,517,12/13/2024
